id	site	country	latitude	longitude	coord_source	period	fauna_source	taxon	occurrence
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Epipalaeolithic	Turnbull in press	Bos	1
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Late Neolithic	Turnbull in press	Bos	1
144	Rosh Horesha	Israel	30.5	34.58	CONTEXT	Protoneolithic	Butler, Tchernov, Hietala & Davis 1977	Bos	1
148	Sarab	Iran	34.38	47.09	CONTEXT	Early Neolithic	Bökönyi 1977, 1978	Bos	1
149	Sawwan, Tell es-	Iraq	34.122	43.905	vici:21265	Late Neolithic	Bökönyi 1978	Bos	1
150	Shah Tappe	Iran	36	54	Kopp & Röllig 1994	Bronze Age	Amschler 1939	Bos	1
151	Shahr-e Sokhta	Iran	30.595	61.326	Pleiades	Bronze Age	Caloi & Compagnoni 1977, 1981; Compagnoni 1980	Bos	1
152	Shams ed-Din Tannira	Syria	36.167	38.167	Kopp & Röllig 1994	Late Neolithic	Uerpmann 1982	Bos	1
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Middle Palaeolithic	Bate 1942; Uerpmann 1987	Bos	1
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Epipalaeolithic	Bate 1942; Uerpmann 1987	Bos	1
156	Siahbid	Iran	34.25	47	Kopp & Röllig 1994	Late Neolithic	Bökönyi 1977	Bos	1
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Early Neolithic	Clason 1980	Bos	1
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Protoneolithic	Clason 1980	Bos	1
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Late Neolithic	Clason 1980	Bos	1
164	Suberde	Turkey	37.333	31.933	Gebel 1984	Early Neolithic	Perkins & Daly 1968	Bos	1
166	Ta'as	Syria	36	38	Kopp & Röllig 1994	Byzantine	Clason & Buitenhuis 1978	Bos	1
166	Ta'as	Syria	36	38	Kopp & Röllig 1994	Islamic	Clason & Buitenhuis 1978	Bos	1
168	Taibé, at-Tayyiba	Syria	32.567	36.267	Schyle & Uerpmann 1996	Epipalaeolithic	Ducos 1968	Bos	1
200	Tepecik	Turkey	41.468	34.17	Pleiades:845078	Late Neolithic	Boessneck & von den Driesch 1979	Bos	1
175	Tula'i Tepe	Iran	32.333	48.167	Kopp & Röllig 1994	Early Neolithic	Wheeler 1977	Bos	1
179	Umm Dabagiyah	Iraq	35.5	42.5	Kopp & Röllig 1994	Early Neolithic	Bökönyi 1978	Bos	1
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Upper Palaeolithic	Bate 1937; Uerpmann 1987	Bos	1
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Epipalaeolithic	Bate 1937; Uerpmann 1987	Bos	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Upper Palaeolithic	Gautier 1968	Bos	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Epipalaeolithic	Gautier 1968	Bos	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Protoneolithic	Gautier 1968	Bos	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Early Neolithic	Gautier 1968	Bos	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Late Neolithic	Gautier 1968	Bos	1
186	Wadi Halfa, west bank	Sudan	21	31	Kopp & Röllig 1994	Epipalaeolithic	Turnbull pers. comm.	Bos	1
187	Wadi Kubbaniya	Egypt	24.217	32.85	Schyle & Uerpmann 1996	Epipalaeolithic	Gautier, Ballmann & van Neer 1980	Bos	1
190	Warwasi	Iran	34.4	47.117	Schyle 1992	MP:UP	Turnbull 1975	Bos	1
190	Warwasi	Iran	34.4	47.117	Schyle 1992	Epipalaeolithic	Turnbull 1975	Bos	1
5	Abu Simbel east bank	Egypt	22.336	31.627	Pleiades	Epipalaeolithic	Reed in Wendt 1966	Gazella	1
5	Abu Simbel east bank	Egypt	22.336	31.627	Pleiades	Protoneolithic	Reed in Wendt 1966	Gazella	1
5	Abu Simbel east bank	Egypt	22.336	31.627	Pleiades	Early Neolithic	Reed in Wendt 1966	Gazella	1
5	Abu Simbel east bank	Egypt	22.336	31.627	Pleiades	Late Neolithic	Reed in Wendt 1966	Gazella	1
8	Ain Mallaha	Israel	33.13	35.58	CONTEXT	Protoneolithic	Ducos 1968, for Canis see Davis & Valla 1978	Gazella	1
12	Amuq	Turkey	36.268	36.587	Yener 2005	Late Neolithic	Stampfli 1983	Gazella	1
17	Ashkalon	Israel	31.666	34.546	Pleiades	Late Neolithic	Ducos 1968	Gazella	1
21	Azraq, Ain al-Assad	Jordan	31.807	36.805	Copeland 1988	Upper Palaeolithic	Turnbull pers. comm.	Gazella	1
21	Azraq, Ain al-Assad	Jordan	31.807	36.805	Copeland 1988	Early Neolithic	Turnbull pers. comm.	Gazella	1
21	Azraq, Ain al-Assad	Jordan	31.807	36.805	Copeland 1988	Bronze Age	Turnbull pers. comm.	Gazella	1
26	Beersheba – Bir es-Safadi	Israel	32.931	35.408	Pleiades	Late Neolithic	Josien 1955; Ducos 1968	Gazella	1
28	Beidha	Jordan	30.37	35.45	CONTEXT	Early Neolithic	Hecker 1974, 1982	Gazella	1
29	Beisamoun	Israel	33.093	35.58	Bocquentin et al. 2011	Early Neolithic	Davis 1978	Gazella	1
34	Bouqras	Syria	35.03	40.39	CONTEXT	Early Neolithic	Hooijer 1966; Clason 1977, 1981	Gazella	1
36	Choga Mami	Iraq	33.9	45.17	CONTEXT	Late Neolithic	Bökönyi 1978	Gazella	1
38	Çayönü Tepesi	Turkey	38.218	39.727	Pleiades	Early Neolithic	Lawrence 1980, 1982; Meadow 1986	Gazella	1
39	Dab'a, Tell ed-	Egypt	30.786	31.823	Pleiades	Bronze Age	Boessneck 1976	Gazella	1
42	Dehsavar	Iran	34.313	47.131	Motarjem pers. comm.	Late Neolithic	Bökönyi 1977	Gazella	1
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Bronze Age	Clason & Buitenhuis 1978b	Gazella	1
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Iron Age	Clason & Buitenhuis 1978b	Gazella	1
47	Djebel Aruda	Syria	36.167	38	Kopp & Röllig 1994	Late Neolithic	Buitenhuis pers. comm.	Gazella	1
49	Dosariyah, Abu Khamis, and Ain Qannas	Saudi Arabia	26.94	49.71	CONTEXT	Late Neolithic	Zeder pers. comm.	Gazella	1
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Jarman 1974	Gazella	1
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Jarman 1974	Gazella	1
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Middle Palaeolithic	Vaufrey 1951; Davis 1980	Gazella	1
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Upper Palaeolithic	Vaufrey 1951; Davis 1980	Gazella	1
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951; Davis 1980	Gazella	1
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Gazella	1
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Gazella	1
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Gazella	1
63	Gat, Tel	Israel	31.4	34.5	Kopp & Röllig 1994	Bronze Age	Ducos 1968	Gazella	1
64	Gat-Govrin	Israel	31.583	34.833	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1
68	Gilf Kebir, Wadi al-Akhdar	Egypt	23.167	26	Schyle & Uerpmann 1996	Late Neolithic	Kuper 1981	Gazella	1
73	Hacılar	Turkey	37.6	30.1	Pleiades	Early Neolithic	Westley 1970	Gazella	1
74	Hadidi, Tell	Syria	36.265	38.151	vici:41131	Bronze Age	Clason & Buitenhuis 1978a, 1978b; Buitenhuis 1979	Gazella	1
75	Hagoshrim	Israel	33.221	35.624	vici:57351	Late Neolithic	Ducos 1986	Gazella	1
77	Halawa	Syria	35	38	Kopp & Röllig 1994	Bronze Age	Boessneck & Kokabi 1981	Gazella	1
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Early Neolithic	Buitenhuis pers. comm.; Clason 1985	Gazella	1
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Late Neolithic	Buitenhuis pers. comm.; Clason 1985	Gazella	1
84	Hili 8	UAE	24.167	55.667	Kopp & Röllig 1994	Bronze Age	Uerpmann 1987	Gazella	1
85	Iblis, Tal-e	Iran	29	56	Kopp & Röllig 1994	Iron Age	Bökönyi 1967	Gazella	1
87	Iǧrat al-Mihad	Egypt	28.5	33.5	Kopp & Röllig 1994	Early Neolithic	Bar-Yosef 1981	Gazella	1
94	Karim Shahir	Iraq	35.564	44.957	Braidwood et al. 1983	Protoneolithic	Stampfli 1983	Gazella	1
96	Kerma	Sudan	19.6	30.409	vici:21329	Bronze Age	Chaix 1980; Chaix pers. comm.	Gazella	1
97	Kharga Oasis	Egypt	25.597	30.73	Pleiades	Late Neolithic	Guatier 1980	Gazella	1
98	Khiam, al-	Israel	31.633	35.267	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951; Ducos 1968	Gazella	1
98	Khiam, al-	Israel	31.633	35.267	Schyle & Uerpmann 1996	Early Neolithic	Vaufrey 1951; Ducos 1968	Gazella	1
103	Labweh, Tell	Lebanon	34.187	36.358	vici:57360	Early Neolithic	Bökönyi 1978	Gazella	1
104	Lachish	Israel	31.585	34.854	Pleiades	Bronze Age	Lerna 1975	Gazella	1
104	Lachish	Israel	31.585	34.854	Pleiades	Iron Age	Lerna 1975	Gazella	1
104	Lachish	Israel	31.585	34.854	Pleiades	Hellenistic	Lerna 1975	Gazella	1
108	Malyan	Iran	29.99	52.52	CONTEXT	Bronze Age	Zeder 1984, 1986	Gazella	1
108	Malyan	Iran	29.99	52.52	CONTEXT	Iron Age	Zeder 1984, 1986	Gazella	1
109	Matarrah	Iraq	35.18	44.4	CONTEXT	Late Neolithic	Stampfli 1983	Gazella	1
113	Metzer	Israel	32.417	35	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Ducos 1968	Gazella	1
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1
116	Mureybit	Syria	36.083	38.083	CONTEXT	Protoneolithic	Ducos 1978	Gazella	1
118	Nagila, Tel	Israel	28.698	33.83	Pleiades	Bronze Age	Ducos 1968	Gazella	1
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Epipalaeolithic	Ducos 1968; Noy, Legge & Higgs 1973	Gazella	1
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Protoneolithic	Ducos 1968; Noy, Legge & Higgs 1973	Gazella	1
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Early Neolithic	Ducos 1968; Noy, Legge & Higgs 1973	Gazella	1
123	Nahr al-Homr	Syria	36.2	38.067	Schyle & Uerpmann 1996	Epipalaeolithic	Clason & Buitenhuis 1978, pers. comm.	Gazella	1
133	Qantir	Egypt	30.786	31.823	Pleiades	Bronze Age	Boessneck & von den Driesch 1982	Gazella	1
135	Qitar, al-	Syria	36.384	38.18	vici:41135	Bronze Age	Buitenhuis pers. comm.	Gazella	1
199	Rakefet	Israel	32.65	35.08	CONTEXT	Upper Palaeolithic	Garrard in Saxon 1976	Gazella	1
199	Rakefet	Israel	32.65	35.08	CONTEXT	Epipalaeolithic	Garrard in Saxon 1976	Gazella	1
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Epipalaeolithic	Turnbull in press	Gazella	1
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Late Neolithic	Turnbull in press	Gazella	1
141	Ras Ghanada	UAE	24	54	Kopp & Röllig 1994	Bronze Age	Uerpmann 1987	Gazella	1
147	Sahba	Israel	31.583	35.217	Tomsky 1991	Middle Palaeolithic	Vaufrey 1951	Gazella	1
149	Sawwan, Tell es-	Iraq	34.122	43.905	vici:21265	Late Neolithic	Bökönyi 1978	Gazella	1
156	Siahbid	Iran	34.25	47	Kopp & Röllig 1994	Late Neolithic	Bökönyi 1977	Gazella	1
157	Sialk	Iran	34	54	Kopp & Röllig 1994	Late Neolithic	Vaufrey 1939; Uerpmann 1987	Gazella	1
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Early Neolithic	Clason 1980	Gazella	1
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Protoneolithic	Clason 1980	Gazella	1
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Late Neolithic	Clason 1980	Gazella	1
163	Skhul	Israel	32	34.5	Kopp & Röllig 1994	Middle Palaeolithic	Bate 1937	Gazella	1
165	Sweyhat	Syria	36.274	38.254	vici:21267	Bronze Age	Buitenhuis pers. comm.	Gazella	1
166	Ta'as	Syria	36	38	Kopp & Röllig 1994	Byzantine	Clason & Buitenhuis 1978	Gazella	1
166	Ta'as	Syria	36	38	Kopp & Röllig 1994	Islamic	Clason & Buitenhuis 1978	Gazella	1
167	Tabun	Israel	31.55	35.233	Schyle 1992	Lower Palaeolithic	Bate 1937	Gazella	1
167	Tabun	Israel	31.55	35.233	Schyle 1992	Middle Palaeolithic	Bate 1937	Gazella	1
168	Taibé, at-Tayyiba	Syria	32.567	36.267	Schyle & Uerpmann 1996	Epipalaeolithic	Ducos 1968	Gazella	1
171	Tel-Aviv (Jabotinsky Road)	Israel	32	34.5	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1
173	Tor Abou Sif	Israel	31.567	35.217	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951	Gazella	1
176	Turmus, Tel	Israel	31.725	34.773	vici:57419	Late Neolithic	Ducos 1968	Gazella	1
178	Umm az-Zaituna (ez-Zoueitina)	Israel	31.567	35.217	Gebel 1984	Epipalaeolithic	Vaufrey 1951	Gazella	1
179	Umm Dabagiyah	Iraq	35.5	42.5	Kopp & Röllig 1994	Early Neolithic	Bökönyi 1978	Gazella	1
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Upper Palaeolithic	Bate 1937; Uerpmann 1987	Gazella	1
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Epipalaeolithic	Bate 1937; Uerpmann 1987	Gazella	1
182	Wadi Dhobai, site K	Jordan	36.414	31.508	Garrard & Byrd 2013	Epipalaeolithic	Bate 1938	Gazella	1
183	Wadi Gaza	Israel	31	34	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Upper Palaeolithic	Gautier 1968	Gazella	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Epipalaeolithic	Gautier 1968	Gazella	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Protoneolithic	Gautier 1968	Gazella	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Early Neolithic	Gautier 1968	Gazella	1
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Late Neolithic	Gautier 1968	Gazella	1
186	Wadi Halfa, west bank	Sudan	21	31	Kopp & Röllig 1994	Epipalaeolithic	Turnbull pers. comm.	Gazella	1
187	Wadi Kubbaniya	Egypt	24.217	32.85	Schyle & Uerpmann 1996	Epipalaeolithic	Gautier, Ballmann & van Neer 1980	Gazella	1
189	Wadi Tubaiq	Egypt	28.5	34	Kopp & Röllig 1994	Early Neolithic	Bar-Yosef 1981	Gazella	1
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Lower Palaeolithic	Perkins 1968; Lehmann 1970	Gazella	1
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Upper Palaeolithic	Perkins 1968; Lehmann 1970	Gazella	1
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Epipalaeolithic	Perkins 1968; Lehmann 1970	Gazella	1
16	Arad	Israel	31.28	35.126	Pleiades	Bronze Age	Lernau 1972; Davis 1976	Gazella	1
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Upper Palaeolithic	Tchernov 1976	Gazella	1
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Epipalaeolithic	Tchernov 1976	Gazella	1
66	Geulah cave	Israel	32.796	35.003	Wreschner et al. 1960	Middle Palaeolithic	Angress 1960b	Gazella	1
80	Hayonim	Israel	32.92	35.22	CONTEXT	Epipalaeolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Gazella	1
80	Hayonim	Israel	32.92	35.22	CONTEXT	Protoneolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Gazella	1
82	Hefziba	Israel	32.433	34.867	Kopp & Röllig 1994	Epipalaeolithic	Söffner pers. comm.	Gazella	1
83	Hesbon	Jordan	31.75	35.75	Kopp & Röllig 1994	Iron Age	Weiler 1981; Boessneck & von den Driesch 1977, 1978	Gazella	1
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Lower Palaeolithic	Uerpmann 1987	Gazella	1
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Gazella	1
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Gazella	1
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Gazella	1
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Middle Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Gazella	1
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Upper Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Gazella	1
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Epipalaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Gazella	1
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Middle Palaeolithic	Hooijer 1961; Uerpmann 1987	Gazella	1
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Upper Palaeolithic	Hooijer 1961; Uerpmann 1987	Gazella	1
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Epipalaeolithic	Hooijer 1961; Uerpmann 1987	Gazella	1
107	Mdamagh	Jordan	30.333	35.45	Schyle 1992	Epipalaeolithic	Perkins 1966; Uerpmann 1987	Gazella	1
110	Maysar	Oman	22	58	Kopp & Röllig 1994	Bronze Age	Uerpmann 1987	Gazella	1
120	Nahal Hadera V	Israel	32.467	34.9	Schyle & Uerpmann 1996	Epipalaeolithic	Saxon, Martin & Bar-Yosef 1978	Gazella	1
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Middle Palaeolithic	Bouchud 1969	Gazella	1
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Upper Palaeolithic	Bouchud 1969	Gazella	1
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Epipalaeolithic	Bouchud 1969	Gazella	1
137	Ramad	Syria	33.36	35.949	vici:22595	Early Neolithic	Hooijer 1966	Gazella	1
139	Ras al-Hamra	Oman	23.5	58.5	Kopp & Röllig 1994	Late Neolithic	Uerpmann 1987	Gazella	1
148	Sarab	Iran	34.38	47.09	CONTEXT	Early Neolithic	Bökönyi 1977, 1978	Gazella	1
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Middle Palaeolithic	Bate 1942; Uerpmann 1987	Gazella	1
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Epipalaeolithic	Bate 1942; Uerpmann 1987	Gazella	1
4	Abu Salim	Israel	30.53	34.52	CONTEXT	Protoneolithic	Butler et al. 1977; Dabis et al. 1982	Gazella	1
27	Beersheba – Horvat Beter	Israel	32.931	35.408	Pleiades	Late Neolithic	Angress 1959	Gazella	1
41	Dakhla Oasis	Egypt	25.573	29.062	Pleiades	Late Neolithic	Churcher 1983	Gazella	1
51	Ein Aqev	Israel	30.82	34.82	CONTEXT	Upper Palaeolithic	Tchernov 1976	Gazella	1
54	Elephantine	Egypt	24.09	32.889	Pleiades	Bronze Age	Boessneck 1977; Boessneck & von den Driesch 1982	Gazella	1
56	Elkab	Egypt	25.12	32.798	Pleiades	Epipalaeolithic	Gautier 1978	Gazella	1
60	Fayum	Egypt	29.315	30.84	Pleiades	Epipalaeolithic	Caton-Thompson & Gardner 1934; Gautier 1980	Gazella	1
60	Fayum	Egypt	29.315	30.84	Pleiades	Protoneolithic	Caton-Thompson & Gardner 1934; Gautier 1980	Gazella	1
60	Fayum	Egypt	29.315	30.84	Pleiades	Early Neolithic	Caton-Thompson & Gardner 1934; Gautier 1980	Gazella	1
60	Fayum	Egypt	29.315	30.84	Pleiades	Bronze Age	Caton-Thompson & Gardner 1934; Gautier 1980	Gazella	1
69	Gilf Kebir, Wadi Bakht	Egypt	23.167	26	Schyle & Uerpmann 1996	Late Neolithic	Gautier 1980, 1982	Gazella	1
70	Girikihaciyan	Turkey	38.233	39.967	Watson 1990	Late Neolithic	Mcardle 1974	Gazella	1
71	Giseh	Egypt	30	31.167	Kopp & Röllig 1994	Bronze Age	Kokabi 1980	Gazella	1
83	Hesbon	Jordan	31.75	35.75	Kopp & Röllig 1994	Iron Age	Weiler 1981; Boessneck & von den Driesch 1977, 1978	Gazella	1
86	Idfu and Isna sites	Egypt	25.367	32.467	Schyle & Uerpmann 1996	Epipalaeolithic	Gautier 1976	Gazella	1
90	Jericho	Israel	31.86	35.47	CONTEXT	Protoneolithic	Clutton-Brock 1979; Nobis 1968	Gazella	1
90	Jericho	Israel	31.86	35.47	CONTEXT	Early Neolithic	Clutton-Brock 1979; Nobis 1968	Gazella	1
90	Jericho	Israel	31.86	35.47	CONTEXT	Late Neolithic	Clutton-Brock 1979; Nobis 1968	Gazella	1
90	Jericho	Israel	31.86	35.47	CONTEXT	Bronze Age	Clutton-Brock 1979; Nobis 1968	Gazella	1
90	Jericho	Israel	31.86	35.47	CONTEXT	Iron Age	Clutton-Brock 1979; Nobis 1968	Gazella	1
90	Jericho	Israel	31.86	35.47	CONTEXT	Hellenistic	Clutton-Brock 1979; Nobis 1968	Gazella	1
90	Jericho	Israel	31.86	35.47	CONTEXT	Roman	Clutton-Brock 1979; Nobis 1968	Gazella	1
90	Jericho	Israel	31.86	35.47	CONTEXT	Byzantine	Clutton-Brock 1979; Nobis 1968	Gazella	1
100	Kom Ombo	Egypt	24.452	32.928	Pleiades	Epipalaeolithic	Churcher 1972, 1974; Reed & Turnbull 1969; Turnbull pers. comm.	Gazella	1
112	Mesad Mazzal	Israel	30.5	35	Kopp & Röllig 1994	Early Neolithic	Uerpmann 1987	Gazella	1
119	Nahal Divshon (D1)	Israel	30.833	34.783	Gebel 1984	Early Neolithic	Tchernov 1976	Gazella	1
144	Rosh Horesha	Israel	30.5	34.58	CONTEXT	Protoneolithic	Butler, Tchernov, Hietala & Davis 1977	Gazella	1
145	Rosh Zin	Israel	30.85	34.767	Schyle & Uerpmann 1996	Protoneolithic	Tchernov 1976	Gazella	1
158	Sibri	Pakistan	29	67	Kopp & Röllig 1994	Bronze Age	Meadow pers. comm.	Gazella	1
160	Ä60	Egypt	NA	NA	NA	Holocene	Uerpmann 1987	Gazella	1
162	K65, 67, 73	Egypt	NA	NA	NA	Late Neolithic	Uerpmann 1987	Gazella	1
188	Wadi Shaw	Sudan	20.5	27.25	Kopp & Röllig 1994	Bronze Age	Uerpmann 1987	Gazella	1
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Protoneolithic	Moore, Hillman & Legge 1975	Gazella	1
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Early Neolithic	Moore, Hillman & Legge 1975	Gazella	1
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Late Neolithic	Moore, Hillman & Legge 1975	Gazella	1
3	Abu Salabikh	Iraq	32.253	45.054	Pleiades	Bronze Age	Clutton-Brock & Burleigh 1978	Gazella	1
7	Ain Ghazal	Jordan	31.93	35.94	CONTEXT	Early Neolithic	Köhler-Rollefson 1984	Gazella	1
9	Ali Kosh	Iran	32.56	47.32	CONTEXT	Early Neolithic	Hole, Flannery & Neely 1969	Gazella	1
10	Ali Tappe	Iran	36.68	53.55	CONTEXT	Epipalaeolithic	Uerpmann & Frey 1981	Gazella	1
13	Anau	Soviet Union	38.187	58.477	Pleiades	Late Neolithic	Duerst 1908	Gazella	1
15	Aq Kupruk	Afghanistan	36.083	66.85	Schyle & Uerpmann 1996	Epipalaeolithic	Perkins 1972	Gazella	1
18	Asiab	Iran	34.3	47.19	CONTEXT	Protoneolithic	Bökönyi 1977	Gazella	1
20	Asmar, Tell	Iraq	33.487	44.725	Pleiades	Bronze Age	Hilzheimer 1941	Gazella	1
25	Bastam	Iran	38.891	44.894	Pleiades	Iron Age	Krauss 1975	Gazella	1
40	Dahan-i Gulaman	Iran	30.78	61.136	Pleiades	Iron Age	Compagnoni 1980a	Gazella	1
48	Djeitun	Soviet Union	38.3	58.4	Harris 1997	Late Neolithic	Shevchenko 1960	Gazella	1
59	Farukhabad	Iran	32.583	47.233	Wright 1981	Late Neolithic	Redding 1982	Gazella	1
59	Farukhabad	Iran	32.583	47.233	Wright 1981	Bronze Age	Redding 1982	Gazella	1
62	Ganj-e Dare	Iran	34.42	47.57	CONTEXT	Early Neolithic	Hesse 1978, 1982	Gazella	1
72	Guran, Tepe	Iran	33.73	47.07	CONTEXT	Early Neolithic	Flannery pers. comm.	Gazella	1
88	Ishan Bahriyat (Isin)	Iraq	31.933	45.283	Pleiades	Bronze Age	Boessneck 1977; Boessneck & Kokabi 1981	Gazella	1
88	Ishan Bahriyat (Isin)	Iraq	31.933	45.283	Pleiades	Iron Age	Boessneck 1977; Boessneck & Kokabi 1981	Gazella	1
89	Jarmo	Iraq	35.56	44.92	CONTEXT	Early Neolithic	Stampfli 1983	Gazella	1
91	Kamarband, Ghar-e	Iran	36.65	53.28	CONTEXT	Epipalaeolithic	Uerpmann & Frey 1981	Gazella	1
91	Kamarband, Ghar-e	Iran	36.65	53.28	CONTEXT	Late Neolithic	Uerpmann & Frey 1981	Gazella	1
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Middle Palaeolithic	Hole & Flannery 1967	Gazella	1
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Upper Palaeolithic	Hole & Flannery 1967	Gazella	1
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Epipalaeolithic	Hole & Flannery 1967	Gazella	1
101	Kordlar Tepe	Iran	37.5	45	Kopp & Röllig 1994	Iron Age	Wolff 1976	Gazella	1
106	M'lefaat	Iraq	36.31	43.54	CONTEXT	Protoneolithic	Turnbull 1983	Gazella	1
124	Nippur	Iraq	32.127	45.231	Pleiades:912910	Bronze Age	Boessneck 1978	Gazella	1
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Late Neolithic	Boessneck & von den Driesch 1976	Gazella	1
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Bronze Age	Boessneck & von den Driesch 1976	Gazella	1
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Iron Age	Boessneck & von den Driesch 1976	Gazella	1
